lat,lon,month,price_index
16.56,98.24,2022-02-01,1.54
16.56,98.24,2022-03-01,1.66
16.56,98.24,2022-04-01,1.74
16.56,98.24,2022-05-01,1.75
16.56,98.24,2022-06-01,1.79
16.56,98.24,2022-07-01,1.98
16.56,98.24,2022-08-01,1.98
16.56,98.24,2022-09-01,2
16.56,98.24,2022-10-01,1.84
16.56,98.24,2022-11-01,1.84
16.56,98.24,2022-12-01,1.85
16.56,98.24,2023-01-01,1.81
16.56,98.24,2023-02-01,1.92
16.56,98.24,2023-03-01,2.08
16.56,98.24,2023-04-01,2.13
16.56,98.24,2023-05-01,2.16
16.56,98.24,2023-06-01,2.43
16.56,98.24,2023-07-01,2.77
16.56,98.24,2023-08-01,2.88
16.56,98.24,2023-09-01,2.95
16.56,98.24,2023-10-01,2.95
16.56,98.24,2023-11-01,2.89
16.56,98.24,2023-12-01,3.04
15.52,97.78,2021-01-01,0.81
15.52,97.78,2021-02-01,0.86
15.52,97.78,2021-03-01,0.89
15.52,97.78,2021-04-01,0.91
15.52,97.78,2021-05-01,0.96
15.52,97.78,2021-06-01,0.96
15.52,97.78,2021-07-01,1.03
15.52,97.78,2021-08-01,1.16
15.52,97.78,2021-09-01,1.32
15.52,97.78,2021-10-01,1.4
15.52,97.78,2021-11-01,1.4
15.52,97.78,2021-12-01,1.41
15.52,97.78,2022-01-01,1.46
15.52,97.78,2022-02-01,1.57
15.52,97.78,2022-03-01,1.71
15.52,97.78,2022-04-01,1.77
15.52,97.78,2022-05-01,1.81
15.52,97.78,2022-06-01,1.97
15.52,97.78,2022-07-01,1.97
15.52,97.78,2022-08-01,2.07
15.52,97.78,2022-09-01,2.15
15.52,97.78,2022-10-01,1.99
15.52,97.78,2022-11-01,1.95
15.52,97.78,2022-12-01,1.9
15.52,97.78,2023-01-01,1.89
15.52,97.78,2023-02-01,1.99
15.52,97.78,2023-03-01,2.04
15.52,97.78,2023-04-01,2.19
15.52,97.78,2023-05-01,2.24
15.52,97.78,2023-06-01,2.26
15.52,97.78,2023-07-01,2.36
15.52,97.78,2023-08-01,2.55
15.52,97.78,2023-09-01,2.59
15.52,97.78,2023-10-01,2.51
15.52,97.78,2023-11-01,2.79
15.52,97.78,2023-12-01,2.82
20.67,93.26,2021-01-01,0.84
20.67,93.26,2021-02-01,0.87
20.67,93.26,2021-03-01,0.93
20.67,93.26,2021-04-01,0.97
20.67,93.26,2021-05-01,1.05
20.67,93.26,2021-06-01,1.08
20.67,93.26,2021-07-01,1.08
20.67,93.26,2021-08-01,1.11
20.67,93.26,2021-09-01,1.29
20.67,93.26,2021-10-01,1.36
20.67,93.26,2021-11-01,1.3
20.67,93.26,2021-12-01,1.31
20.67,93.26,2022-01-01,1.32
20.67,93.26,2022-02-01,1.52
20.67,93.26,2022-03-01,1.77
20.67,93.26,2022-04-01,1.74
20.67,93.26,2022-05-01,1.73
20.67,93.26,2022-06-01,1.91
20.67,93.26,2022-07-01,1.94
20.67,93.26,2022-08-01,2.21
20.67,93.26,2022-09-01,2.36
20.67,93.26,2022-10-01,2.24
20.67,93.26,2022-11-01,2.11
20.67,93.26,2022-12-01,1.97
20.67,93.26,2023-01-01,1.95
20.67,93.26,2023-02-01,1.97
20.67,93.26,2023-03-01,2.19
20.67,93.26,2023-04-01,2.2
20.67,93.26,2023-05-01,2.25
20.67,93.26,2023-06-01,2.28
20.67,93.26,2023-07-01,2.39
20.67,93.26,2023-08-01,2.7
20.67,93.26,2023-09-01,2.71
20.67,93.26,2023-10-01,2.7
20.67,93.26,2023-11-01,3.18
20.67,93.26,2023-12-01,4.47
20.88,93.01,2021-01-01,0.93
20.88,93.01,2021-02-01,0.89
20.88,93.01,2021-03-01,0.97
20.88,93.01,2021-04-01,1.1
20.88,93.01,2021-05-01,1.16
20.88,93.01,2021-06-01,1.07
20.88,93.01,2021-07-01,1.11
20.88,93.01,2021-08-01,1.16
20.88,93.01,2021-09-01,1.25
20.88,93.01,2021-10-01,1.36
20.88,93.01,2021-11-01,1.31
20.88,93.01,2021-12-01,1.32
20.88,93.01,2022-01-01,1.31
20.88,93.01,2022-02-01,1.52
20.88,93.01,2022-03-01,1.68
20.88,93.01,2022-04-01,1.72
20.88,93.01,2022-05-01,1.82
20.88,93.01,2022-06-01,2.04
20.88,93.01,2022-07-01,2.18
20.88,93.01,2022-08-01,2.23
20.88,93.01,2022-09-01,2.31
20.88,93.01,2022-10-01,2.31
20.88,93.01,2022-11-01,2.3
20.88,93.01,2022-12-01,2.29
20.88,93.01,2023-01-01,2.25
20.88,93.01,2023-02-01,2.18
20.88,93.01,2023-03-01,2.19
20.88,93.01,2023-04-01,2.2
20.88,93.01,2023-05-01,2.25
20.88,93.01,2023-06-01,2.41
20.88,93.01,2023-07-01,2.67
20.88,93.01,2023-08-01,3.01
20.88,93.01,2023-09-01,2.95
20.88,93.01,2023-10-01,3.43
20.88,93.01,2023-11-01,3.73
20.88,93.01,2023-12-01,4.54
20.38,93.27,2021-01-01,0.92
20.38,93.27,2021-02-01,0.97
20.38,93.27,2021-03-01,1
20.38,93.27,2021-04-01,1.08
20.38,93.27,2021-05-01,1.24
20.38,93.27,2021-06-01,1.16
20.38,93.27,2021-07-01,1.24
20.38,93.27,2021-08-01,1.21
20.38,93.27,2021-09-01,1.21
20.38,93.27,2021-10-01,1.19
20.38,93.27,2021-11-01,1.36
20.38,93.27,2021-12-01,1.31
20.38,93.27,2022-01-01,1.31
20.38,93.27,2022-02-01,1.29
20.38,93.27,2022-03-01,1.68
20.38,93.27,2022-04-01,1.76
20.38,93.27,2022-05-01,1.86
20.38,93.27,2022-06-01,1.96
20.38,93.27,2022-07-01,2.24
20.38,93.27,2022-08-01,2.39
20.38,93.27,2022-09-01,2.67
20.38,93.27,2022-10-01,2.58
20.38,93.27,2022-11-01,2.48
20.38,93.27,2022-12-01,2.01
20.38,93.27,2023-01-01,2.18
20.38,93.27,2023-02-01,2.25
20.38,93.27,2023-03-01,2.16
20.38,93.27,2023-04-01,2.24
20.38,93.27,2023-05-01,2.32
20.38,93.27,2023-06-01,2.6
20.38,93.27,2023-07-01,2.76
20.38,93.27,2023-08-01,2.73
20.38,93.27,2023-09-01,2.93
20.38,93.27,2023-10-01,3.01
20.38,93.27,2023-11-01,3.23
20.38,93.27,2023-12-01,4.36
22.97,97.77,2021-01-01,1.06
22.97,97.77,2021-02-01,1.09
22.97,97.77,2021-03-01,1.13
22.97,97.77,2021-04-01,1.16
22.97,97.77,2021-05-01,1.27
22.97,97.77,2021-06-01,1.27
22.97,97.77,2021-07-01,1.32
22.97,97.77,2021-08-01,1.4
22.97,97.77,2021-09-01,1.46
22.97,97.77,2021-10-01,1.51
22.97,97.77,2021-11-01,1.52
22.97,97.77,2021-12-01,1.53
22.97,97.77,2022-01-01,1.59
22.97,97.77,2022-02-01,1.72
22.97,97.77,2022-03-01,1.85
22.97,97.77,2022-04-01,1.83
22.97,97.77,2022-05-01,1.85
22.97,97.77,2022-06-01,1.92
22.97,97.77,2022-07-01,1.94
22.97,97.77,2022-08-01,2.35
22.97,97.77,2022-09-01,2.76
22.97,97.77,2022-10-01,2.6
22.97,97.77,2022-11-01,2.46
22.97,97.77,2022-12-01,2.3
22.97,97.77,2023-01-01,2.25
22.97,97.77,2023-02-01,2.38
22.97,97.77,2023-03-01,2.44
22.97,97.77,2023-04-01,2.47
22.97,97.77,2023-05-01,2.6
22.97,97.77,2023-06-01,2.6
22.97,97.77,2023-07-01,2.9
22.97,97.77,2023-08-01,3.23
22.97,97.77,2023-09-01,3.23
22.97,97.77,2023-10-01,3.19
22.97,97.77,2023-11-01,3.4
22.97,97.77,2023-12-01,3.32
23.8,98.55,2021-01-01,1.32
23.8,98.55,2021-02-01,1.47
23.8,98.55,2021-03-01,1.45
23.8,98.55,2021-04-01,1.45
23.8,98.55,2021-05-01,1.58
23.8,98.55,2021-06-01,1.53
23.8,98.55,2021-07-01,1.72
23.8,98.55,2021-08-01,1.86
23.8,98.55,2021-09-01,1.84
23.8,98.55,2021-10-01,1.93
23.8,98.55,2021-11-01,1.91
23.8,98.55,2021-12-01,1.92
23.8,98.55,2022-01-01,1.97
23.8,98.55,2022-02-01,1.98
23.8,98.55,2022-03-01,2.01
23.8,98.55,2022-04-01,2.06
23.8,98.55,2022-05-01,2.17
23.8,98.55,2022-06-01,2.36
23.8,98.55,2022-07-01,2.4
23.8,98.55,2022-08-01,2.5
23.8,98.55,2022-09-01,2.83
23.8,98.55,2022-10-01,3.02
23.8,98.55,2022-11-01,3.08
23.8,98.55,2022-12-01,3.21
23.8,98.55,2023-01-01,3.07
23.8,98.55,2023-02-01,3.1
23.8,98.55,2023-03-01,3.3
23.8,98.55,2023-04-01,3.33
23.8,98.55,2023-05-01,3.44
23.8,98.55,2023-06-01,3.47
23.8,98.55,2023-07-01,3.42
23.8,98.55,2023-08-01,3.56
23.8,98.55,2023-09-01,3.82
23.8,98.55,2023-10-01,3.8
23.8,98.55,2023-11-01,4.05
23.8,98.55,2023-12-01,3.94
24.25,97.23,2021-01-01,1.02
24.25,97.23,2021-02-01,0.99
24.25,97.23,2021-03-01,1.1
24.25,97.23,2021-04-01,1.25
24.25,97.23,2021-05-01,1.29
24.25,97.23,2021-06-01,1.29
24.25,97.23,2021-07-01,1.32
24.25,97.23,2021-08-01,1.36
24.25,97.23,2021-09-01,1.34
24.25,97.23,2021-10-01,1.48
24.25,97.23,2021-11-01,1.46
24.25,97.23,2021-12-01,1.38
24.25,97.23,2022-01-01,1.42
24.25,97.23,2022-02-01,1.65
24.25,97.23,2022-03-01,1.93
24.25,97.23,2022-04-01,1.87
24.25,97.23,2022-05-01,1.83
24.25,97.23,2022-06-01,1.9
24.25,97.23,2022-07-01,1.93
24.25,97.23,2022-08-01,2.08
24.25,97.23,2022-09-01,2.21
24.25,97.23,2022-10-01,2.58
24.25,97.23,2022-11-01,2.59
24.25,97.23,2022-12-01,2.52
24.25,97.23,2023-01-01,2.33
24.25,97.23,2023-02-01,2.24
24.25,97.23,2023-03-01,2.28
24.25,97.23,2023-04-01,2.36
24.25,97.23,2023-05-01,2.42
24.25,97.23,2023-06-01,2.54
24.25,97.23,2023-07-01,2.55
24.25,97.23,2023-08-01,2.81
24.25,97.23,2023-09-01,2.77
24.25,97.23,2023-10-01,2.78
24.25,97.23,2023-11-01,2.97
24.25,97.23,2023-12-01,3.19
23.42,98.65,2021-01-01,1.49
23.42,98.65,2021-02-01,1.5
23.42,98.65,2021-03-01,1.55
23.42,98.65,2021-04-01,1.59
23.42,98.65,2021-05-01,1.75
23.42,98.65,2021-06-01,1.79
23.42,98.65,2021-07-01,1.9
23.42,98.65,2021-08-01,2.03
23.42,98.65,2021-09-01,1.96
23.42,98.65,2021-10-01,2.08
23.42,98.65,2021-11-01,2.02
23.42,98.65,2021-12-01,2.03
23.42,98.65,2022-01-01,2.09
23.42,98.65,2022-02-01,2.26
23.42,98.65,2022-03-01,2.02
23.42,98.65,2022-04-01,2.06
23.42,98.65,2022-05-01,2.2
23.42,98.65,2022-06-01,2.37
23.42,98.65,2022-07-01,2.4
23.42,98.65,2022-08-01,2.51
23.42,98.65,2022-09-01,2.86
23.42,98.65,2022-10-01,2.98
23.42,98.65,2022-11-01,3.12
23.42,98.65,2022-12-01,3.21
23.42,98.65,2023-01-01,2.7
23.42,98.65,2023-02-01,2.83
23.42,98.65,2023-03-01,3.31
23.42,98.65,2023-04-01,3.39
23.42,98.65,2023-05-01,3.48
23.42,98.65,2023-06-01,3.85
23.42,98.65,2023-07-01,3.49
23.42,98.65,2023-08-01,3.92
23.42,98.65,2023-09-01,3.89
23.42,98.65,2023-10-01,4.03
23.42,98.65,2023-11-01,4.05
23.42,98.65,2023-12-01,3.93
23.46,97.94,2021-01-01,1.13
23.46,97.94,2021-02-01,1.3
23.46,97.94,2021-03-01,1.38
23.46,97.94,2021-04-01,1.38
23.46,97.94,2021-05-01,1.45
23.46,97.94,2021-06-01,1.46
23.46,97.94,2021-07-01,1.46
23.46,97.94,2021-08-01,1.56
23.46,97.94,2021-09-01,1.64
23.46,97.94,2021-10-01,1.6
23.46,97.94,2021-11-01,1.73
23.46,97.94,2021-12-01,1.72
23.46,97.94,2022-01-01,1.7
23.46,97.94,2022-02-01,1.8
23.46,97.94,2022-03-01,1.87
23.46,97.94,2022-04-01,1.89
23.46,97.94,2022-05-01,2.16
23.46,97.94,2022-06-01,2.3
23.46,97.94,2022-07-01,2.3
23.46,97.94,2022-08-01,2.55
23.46,97.94,2022-09-01,2.94
23.46,97.94,2022-10-01,2.65
23.46,97.94,2022-11-01,3.12
23.46,97.94,2022-12-01,3
23.46,97.94,2023-01-01,2.8
23.46,97.94,2023-02-01,2.93
23.46,97.94,2023-03-01,2.97
23.46,97.94,2023-04-01,3.06
23.46,97.94,2023-05-01,3.1
23.46,97.94,2023-06-01,3.01
23.46,97.94,2023-07-01,2.96
23.46,97.94,2023-08-01,2.95
23.46,97.94,2023-09-01,3.21
23.46,97.94,2023-10-01,3.23
23.46,97.94,2023-11-01,4.53
23.46,97.94,2023-12-01,4.1
20.9,92.35,2021-01-01,0.92
20.9,92.35,2021-02-01,0.99
20.9,92.35,2021-03-01,0.99
20.9,92.35,2021-04-01,1.02
20.9,92.35,2021-05-01,1.05
20.9,92.35,2021-06-01,1.02
20.9,92.35,2021-07-01,1.04
20.9,92.35,2021-08-01,1.07
20.9,92.35,2021-09-01,1.17
20.9,92.35,2021-10-01,1.3
20.9,92.35,2021-11-01,1.27
20.9,92.35,2021-12-01,1.27
20.9,92.35,2022-01-01,1.28
20.9,92.35,2022-02-01,1.38
20.9,92.35,2022-03-01,1.72
20.9,92.35,2022-04-01,1.85
20.9,92.35,2022-05-01,1.87
20.9,92.35,2022-06-01,1.98
20.9,92.35,2022-07-01,2.04
20.9,92.35,2022-08-01,2.5
20.9,92.35,2022-09-01,2.7
20.9,92.35,2022-10-01,2.48
20.9,92.35,2022-11-01,2.41
20.9,92.35,2022-12-01,2.04
20.9,92.35,2023-01-01,2.01
20.9,92.35,2023-02-01,2.04
20.9,92.35,2023-03-01,2.14
20.9,92.35,2023-04-01,2.19
20.9,92.35,2023-05-01,2.29
20.9,92.35,2023-06-01,2.29
20.9,92.35,2023-07-01,2.46
20.9,92.35,2023-08-01,2.7
20.9,92.35,2023-09-01,2.7
20.9,92.35,2023-10-01,2.72
20.9,92.35,2023-11-01,3.37
20.9,92.35,2023-12-01,4.13
19.41,93.5,2021-01-01,0.95
19.41,93.5,2021-02-01,0.94
19.41,93.5,2021-03-01,1.13
19.41,93.5,2021-04-01,1.13
19.41,93.5,2021-05-01,1.2
19.41,93.5,2021-06-01,1.16
19.41,93.5,2021-07-01,1.28
19.41,93.5,2021-08-01,1.35
19.41,93.5,2021-09-01,1.35
19.41,93.5,2021-10-01,1.4
19.41,93.5,2021-11-01,1.35
19.41,93.5,2021-12-01,1.44
19.41,93.5,2022-01-01,1.5
19.41,93.5,2022-02-01,1.37
19.41,93.5,2022-03-01,1.57
19.41,93.5,2022-04-01,1.84
19.41,93.5,2022-05-01,1.87
19.41,93.5,2022-06-01,2.14
19.41,93.5,2022-07-01,2.09
19.41,93.5,2022-08-01,2.17
19.41,93.5,2022-09-01,2.36
19.41,93.5,2022-10-01,2.29
19.41,93.5,2022-11-01,2.25
19.41,93.5,2022-12-01,2.2
19.41,93.5,2023-01-01,2.16
19.41,93.5,2023-02-01,2.21
19.41,93.5,2023-03-01,2.28
19.41,93.5,2023-04-01,2.32
19.41,93.5,2023-05-01,2.4
19.41,93.5,2023-06-01,2.27
19.41,93.5,2023-07-01,2.65
19.41,93.5,2023-08-01,2.73
19.41,93.5,2023-09-01,2.88
19.41,93.5,2023-10-01,2.93
19.41,93.5,2023-11-01,3.19
19.41,93.5,2023-12-01,3.92
21.41,94.13,2021-01-01,1.13
21.41,94.13,2021-02-01,1.13
21.41,94.13,2021-03-01,1.19
21.41,94.13,2021-04-01,1.23
21.41,94.13,2021-05-01,1.33
21.41,94.13,2021-06-01,1.33
21.41,94.13,2021-07-01,1.36
21.41,94.13,2021-08-01,1.4
21.41,94.13,2021-09-01,1.37
21.41,94.13,2021-10-01,1.5
21.41,94.13,2021-11-01,1.76
21.41,94.13,2021-12-01,1.77
21.41,94.13,2022-01-01,1.82
21.41,94.13,2022-02-01,1.88
21.41,94.13,2022-03-01,2.03
21.41,94.13,2022-04-01,1.94
21.41,94.13,2022-05-01,1.96
21.41,94.13,2022-06-01,1.97
21.41,94.13,2022-07-01,1.93
21.41,94.13,2022-08-01,2.05
21.41,94.13,2022-09-01,2.25
21.41,94.13,2022-10-01,2.3
21.41,94.13,2022-11-01,2.38
21.41,94.13,2022-12-01,2.44
21.41,94.13,2023-01-01,2.42
21.41,94.13,2023-02-01,2.55
21.41,94.13,2023-03-01,2.84
21.41,94.13,2023-04-01,2.49
21.41,94.13,2023-05-01,2.98
21.41,94.13,2023-06-01,3.01
21.41,94.13,2023-07-01,3.07
21.41,94.13,2023-08-01,3.11
21.41,94.13,2023-09-01,3.27
21.41,94.13,2023-10-01,3.22
21.41,94.13,2023-11-01,3.79
21.41,94.13,2023-12-01,3.88
22.54,97.04,2021-01-01,1.13
22.54,97.04,2021-02-01,1.03
22.54,97.04,2021-03-01,1.02
22.54,97.04,2021-04-01,1.05
22.54,97.04,2021-05-01,1.19
22.54,97.04,2021-06-01,1.21
22.54,97.04,2021-07-01,1.27
22.54,97.04,2021-08-01,1.32
22.54,97.04,2021-09-01,1.36
22.54,97.04,2021-10-01,1.46
22.54,97.04,2021-11-01,1.47
22.54,97.04,2021-12-01,1.47
22.54,97.04,2022-01-01,1.5
22.54,97.04,2022-02-01,1.56
22.54,97.04,2022-03-01,1.76
22.54,97.04,2022-04-01,1.78
22.54,97.04,2022-05-01,1.79
22.54,97.04,2022-06-01,1.88
22.54,97.04,2022-07-01,1.89
22.54,97.04,2022-08-01,2.18
22.54,97.04,2022-09-01,2.36
22.54,97.04,2022-10-01,2.29
22.54,97.04,2022-11-01,2.34
22.54,97.04,2022-12-01,2.21
22.54,97.04,2023-01-01,2.15
22.54,97.04,2023-02-01,2.24
22.54,97.04,2023-03-01,2.3
22.54,97.04,2023-04-01,2.53
22.54,97.04,2023-05-01,2.57
22.54,97.04,2023-06-01,2.65
22.54,97.04,2023-07-01,2.8
22.54,97.04,2023-08-01,3.09
22.54,97.04,2023-09-01,3.11
22.54,97.04,2023-10-01,3.07
22.54,97.04,2023-11-01,3.16
22.54,97.04,2023-12-01,3.1
20.19,92.8,2021-01-01,0.87
20.19,92.8,2021-02-01,0.86
20.19,92.8,2021-03-01,1
20.19,92.8,2021-04-01,1.33
20.19,92.8,2021-05-01,1.3
20.19,92.8,2021-06-01,1.2
20.19,92.8,2021-07-01,1.28
20.19,92.8,2021-08-01,1.3
20.19,92.8,2021-09-01,1.38
20.19,92.8,2021-10-01,1.47
20.19,92.8,2021-11-01,1.21
20.19,92.8,2021-12-01,1.48
20.19,92.8,2022-01-01,1.47
20.19,92.8,2022-02-01,1.36
20.19,92.8,2022-03-01,1.55
20.19,92.8,2022-04-01,1.74
20.19,92.8,2022-05-01,1.62
20.19,92.8,2022-06-01,1.91
20.19,92.8,2022-07-01,1.81
20.19,92.8,2022-08-01,1.95
20.19,92.8,2022-09-01,2.17
20.19,92.8,2022-10-01,2.09
20.19,92.8,2022-11-01,1.98
20.19,92.8,2022-12-01,1.87
20.19,92.8,2023-01-01,1.93
20.19,92.8,2023-02-01,1.65
20.19,92.8,2023-03-01,2.16
20.19,92.8,2023-04-01,2.14
20.19,92.8,2023-05-01,2.13
20.19,92.8,2023-06-01,2.09
20.19,92.8,2023-07-01,2.41
20.19,92.8,2023-08-01,2.5
20.19,92.8,2023-09-01,2.71
20.19,92.8,2023-10-01,2.79
20.19,92.8,2023-11-01,2.95
20.19,92.8,2023-12-01,3.54
20.84,92.97,2021-01-01,0.92
20.84,92.97,2021-02-01,0.89
20.84,92.97,2021-03-01,0.99
20.84,92.97,2021-04-01,1.07
20.84,92.97,2021-05-01,1.16
20.84,92.97,2021-06-01,1.06
20.84,92.97,2021-07-01,1.1
20.84,92.97,2021-08-01,1.16
20.84,92.97,2021-09-01,1.25
20.84,92.97,2021-10-01,1.35
20.84,92.97,2021-11-01,1.31
20.84,92.97,2021-12-01,1.32
20.84,92.97,2022-01-01,1.3
20.84,92.97,2022-02-01,1.53
20.84,92.97,2022-03-01,1.67
20.84,92.97,2022-04-01,1.73
20.84,92.97,2022-05-01,1.78
20.84,92.97,2022-06-01,2
20.84,92.97,2022-07-01,2.08
20.84,92.97,2022-08-01,2.24
20.84,92.97,2022-09-01,2.48
20.84,92.97,2022-10-01,2.19
20.84,92.97,2022-11-01,2.11
20.84,92.97,2022-12-01,1.95
20.84,92.97,2023-01-01,2.07
20.84,92.97,2023-02-01,2.05
20.84,92.97,2023-03-01,2.2
20.84,92.97,2023-04-01,2.17
20.84,92.97,2023-05-01,2.21
20.84,92.97,2023-06-01,2.49
20.84,92.97,2023-07-01,2.75
20.84,92.97,2023-08-01,2.64
20.84,92.97,2023-09-01,2.96
20.84,92.97,2023-10-01,3.19
20.84,92.97,2023-11-01,3.29
20.84,92.97,2023-12-01,4.03
21.09,92.34,2021-01-01,0.93
21.09,92.34,2021-02-01,0.99
21.09,92.34,2021-03-01,0.99
21.09,92.34,2021-04-01,1.02
21.09,92.34,2021-05-01,1.05
21.09,92.34,2021-06-01,1.03
21.09,92.34,2021-07-01,1.05
21.09,92.34,2021-08-01,1.09
21.09,92.34,2021-09-01,1.2
21.09,92.34,2021-10-01,1.29
21.09,92.34,2021-11-01,1.27
21.09,92.34,2021-12-01,1.28
21.09,92.34,2022-01-01,1.29
21.09,92.34,2022-02-01,1.38
21.09,92.34,2022-03-01,1.75
21.09,92.34,2022-04-01,1.83
21.09,92.34,2022-05-01,1.88
21.09,92.34,2022-06-01,2
21.09,92.34,2022-07-01,2.05
21.09,92.34,2022-08-01,2.5
21.09,92.34,2022-09-01,2.72
21.09,92.34,2022-10-01,2.5
21.09,92.34,2022-11-01,2.44
21.09,92.34,2022-12-01,2.09
21.09,92.34,2023-01-01,2.01
21.09,92.34,2023-02-01,2.04
21.09,92.34,2023-03-01,2.16
21.09,92.34,2023-04-01,2.2
21.09,92.34,2023-05-01,2.31
21.09,92.34,2023-06-01,2.31
21.09,92.34,2023-07-01,2.49
21.09,92.34,2023-08-01,2.74
21.09,92.34,2023-09-01,2.74
21.09,92.34,2023-10-01,2.75
21.09,92.34,2023-11-01,3.44
21.09,92.34,2023-12-01,4.15
20.09,93.01,2021-01-01,0.99
20.09,93.01,2021-02-01,1.07
20.09,93.01,2021-03-01,1.2
20.09,93.01,2021-04-01,1.18
20.09,93.01,2021-05-01,1.21
20.09,93.01,2021-06-01,1.19
20.09,93.01,2021-07-01,1.1
20.09,93.01,2021-08-01,1.2
20.09,93.01,2021-09-01,1.25
20.09,93.01,2021-10-01,1.36
20.09,93.01,2021-11-01,1.37
20.09,93.01,2021-12-01,1.48
20.09,93.01,2022-01-01,1.55
20.09,93.01,2022-02-01,1.71
20.09,93.01,2022-03-01,1.78
20.09,93.01,2022-04-01,1.83
20.09,93.01,2022-05-01,1.8
20.09,93.01,2022-06-01,2.08
20.09,93.01,2022-07-01,2.07
20.09,93.01,2022-08-01,2.32
20.09,93.01,2022-09-01,2.16
20.09,93.01,2022-10-01,2.17
20.09,93.01,2022-11-01,2.2
20.09,93.01,2022-12-01,2.14
20.09,93.01,2023-01-01,2.03
20.09,93.01,2023-02-01,2.19
20.09,93.01,2023-03-01,2.27
20.09,93.01,2023-04-01,2.4
20.09,93.01,2023-05-01,2.52
20.09,93.01,2023-06-01,2.48
20.09,93.01,2023-07-01,2.84
20.09,93.01,2023-08-01,2.86
20.09,93.01,2023-09-01,3.13
20.09,93.01,2023-10-01,3.18
20.09,93.01,2023-11-01,3.6
20.09,93.01,2023-12-01,4.62
16.59,98.04,2021-01-01,0.89
16.59,98.04,2021-02-01,0.93
16.59,98.04,2021-03-01,1.01
16.59,98.04,2021-04-01,1.06
16.59,98.04,2021-05-01,1.08
16.59,98.04,2021-06-01,1.08
16.59,98.04,2021-07-01,1.18
16.59,98.04,2021-08-01,1.25
16.59,98.04,2021-09-01,1.34
16.59,98.04,2021-10-01,1.4
16.59,98.04,2021-11-01,1.42
16.59,98.04,2021-12-01,1.32
16.59,98.04,2022-01-01,1.49
16.59,98.04,2022-02-01,1.59
16.59,98.04,2022-03-01,1.7
16.59,98.04,2022-04-01,1.77
16.59,98.04,2022-05-01,1.77
16.59,98.04,2022-06-01,1.84
16.59,98.04,2022-07-01,1.87
16.59,98.04,2022-08-01,2.06
16.59,98.04,2022-09-01,2.11
16.59,98.04,2022-10-01,1.93
16.59,98.04,2022-11-01,1.87
16.59,98.04,2022-12-01,1.86
16.59,98.04,2023-01-01,2.11
16.59,98.04,2023-02-01,2.04
16.59,98.04,2023-03-01,2.21
16.59,98.04,2023-04-01,2.18
16.59,98.04,2023-05-01,2.32
16.59,98.04,2023-06-01,2.4
16.59,98.04,2023-07-01,2.54
16.59,98.04,2023-08-01,2.83
16.59,98.04,2023-09-01,2.83
16.59,98.04,2023-10-01,2.83
16.59,98.04,2023-11-01,2.8
16.59,98.04,2023-12-01,2.98
26.33,95.44,2021-01-01,1.33
26.33,95.44,2021-02-01,1.39
26.33,95.44,2021-03-01,1.42
26.33,95.44,2021-04-01,1.47
26.33,95.44,2021-05-01,1.52
26.33,95.44,2021-06-01,1.68
26.33,95.44,2021-07-01,1.69
26.33,95.44,2021-08-01,1.76
26.33,95.44,2021-09-01,1.75
26.33,95.44,2021-10-01,1.97
26.33,95.44,2021-11-01,2.04
26.33,95.44,2021-12-01,2.02
26.33,95.44,2022-01-01,2
26.33,95.44,2022-02-01,2.09
26.33,95.44,2022-03-01,2.11
26.33,95.44,2022-04-01,2.13
26.33,95.44,2022-05-01,2.18
26.33,95.44,2022-06-01,2.21
26.33,95.44,2022-07-01,2.2
26.33,95.44,2022-08-01,2.23
26.33,95.44,2022-09-01,2.64
26.33,95.44,2022-10-01,2.99
26.33,95.44,2022-11-01,3
26.33,95.44,2022-12-01,2.92
26.33,95.44,2023-01-01,2.79
26.33,95.44,2023-02-01,3.08
26.33,95.44,2023-03-01,3.11
26.33,95.44,2023-04-01,3.15
26.33,95.44,2023-05-01,3.36
26.33,95.44,2023-06-01,3.29
26.33,95.44,2023-07-01,3.47
26.33,95.44,2023-08-01,3.46
26.33,95.44,2023-09-01,3.57
26.33,95.44,2023-10-01,3.84
26.33,95.44,2023-11-01,3.95
26.33,95.44,2023-12-01,4.1
21.96,93.12,2021-01-01,1.25
21.96,93.12,2021-02-01,1.21
21.96,93.12,2021-03-01,1.25
21.96,93.12,2021-04-01,1.26
21.96,93.12,2021-05-01,1.3
21.96,93.12,2021-06-01,1.29
21.96,93.12,2021-07-01,1.43
21.96,93.12,2021-08-01,1.47
21.96,93.12,2021-09-01,1.58
21.96,93.12,2021-10-01,1.59
21.96,93.12,2021-11-01,1.68
21.96,93.12,2021-12-01,1.69
21.96,93.12,2022-01-01,1.8
21.96,93.12,2022-02-01,1.84
21.96,93.12,2022-03-01,1.8
21.96,93.12,2022-04-01,1.75
21.96,93.12,2022-05-01,1.62
21.96,93.12,2022-06-01,1.68
21.96,93.12,2022-07-01,1.69
21.96,93.12,2022-08-01,1.9
21.96,93.12,2022-09-01,2.22
21.96,93.12,2022-10-01,2.34
21.96,93.12,2022-11-01,2.51
21.96,93.12,2022-12-01,2.49
21.96,93.12,2023-01-01,2.54
21.96,93.12,2023-02-01,2.63
21.96,93.12,2023-03-01,3.17
21.96,93.12,2023-04-01,3.59
21.96,93.12,2023-05-01,3.7
21.96,93.12,2023-06-01,3.79
